Date,close,high,low,open,volume,rsi,20dma,50dma
2024-08-27,1852.641845703125,1855.2256813879358,1827.0962815117323,1829.2900840518048,3830679,68.1135626086942,1785.906427001953,1685.6018701171874
2024-08-28,1890.6678466796875,1902.2706489166237,1850.009418604078,1859.2721408822472,6514531,72.47956536774473,1788.9265625,1694.3809814453125
2024-08-29,1885.0614013671875,1901.7830759029405,1872.9224080657316,1884.7201669932756,7228284,70.93735153123642,1792.1002624511718,1702.866611328125
2024-08-30,1895.15283203125,1901.295526726158,1879.8450130912988,1889.5952465616892,13466759,72.08857811547534,1796.5414916992188,1711.29763671875
2024-09-02,1915.4334716796875,1926.4024849433151,1894.2755114819659,1894.8117029397854,5573739,74.29251336425882,1803.5275390625,1720.0552978515625
2024-09-03,1892.76416015625,1917.8710125060368,1888.0840002650073,1917.8710125060368,4694322,67.84386336773323,1812.7585693359374,1728.0222143554688
2024-09-04,1874.43359375,1879.0649546678148,1852.5931659020603,1873.1173360302705,4778310,63.07613946967759,1821.112078857422,1735.7307470703124
2024-09-05,1884.866455078125,1891.5453413709522,1861.9046070627135,1878.1387700081425,4081810,64.60091123888141,1828.0103637695313,1743.3593310546876
2024-09-06,1854.34814453125,1888.1327275977371,1849.473027754597,1873.994888945443,5848106,57.16446230524683,1835.7471740722656,1750.4019262695313
2024-09-09,1847.3280029296875,1872.8735669396758,1841.8190972305667,1842.7941205747861,4772612,55.57952582767072,1841.7874450683594,1756.6674267578126
2024-09-10,1864.5372314453125,1886.670214257235,1848.644302962128,1857.3220347286262,6909600,58.60916000093304,1847.3889526367188,1763.4058154296874
2024-09-11,1862.4407958984375,1877.894891528596,1857.4194020571003,1866.877080537755,5312946,58.089393080187385,1852.8832092285156,1769.6332861328126
2024-09-12,1901.7342529296875,1907.5357132980039,1863.074672166222,1876.9199561824864,8555092,64.45257940504466,1859.0843505859375,1776.05673828125
2024-09-13,1895.54296875,1909.6808080545816,1887.3040686258946,1901.7343435377243,3843127,62.83379444950298,1863.2355163574218,1782.2325366210937
2024-09-16,1901.5394287109375,1903.2457196993976,1884.7690734614962,1897.1518233120405,1570181,63.782574012401525,1867.4013061523438,1788.0748779296875
2024-09-17,1903.7818603515625,1909.534402810906,1893.6415938633418,1899.1017007350288,2793127,64.15112836551691,1871.3184631347656,1794.0244702148439
2024-09-18,1844.8905029296875,1890.3265684033404,1834.3115231145357,1890.3265684033404,6385468,49.81425013787016,1872.2666809082032,1798.5193286132812
2024-09-19,1846.88916015625,1876.8224480606875,1831.873895960651,1862.8795667117413,7976570,50.22085184169605,1872.9467529296876,1803.1419116210936
2024-09-20,1858.15087890625,1867.1698455230062,1820.7587546291713,1857.4196113427292,15242974,52.553473186937694,1875.0747497558593,1808.1632836914061
2024-09-23,1849.0830078125,1870.9723537088278,1831.5325872912213,1861.3195986178432,3636672,50.50143314167346,1876.0643920898438,1812.9165234375
2024-09-24,1851.1793212890625,1863.172156185441,1824.6587335944862,1840.8440975119734,7277616,50.97798605580058,1875.9912658691405,1816.560185546875
2024-09-25,1847.9617919921875,1854.1043676482084,1829.9238601233028,1839.235261648182,4268341,50.179448482748896,1873.8559631347657,1820.2311474609376
2024-09-26,1852.7882080078125,1870.0460745062019,1845.7192883877328,1850.399448296488,8952803,51.40902406475661,1872.2423034667968,1823.6281274414061
2024-09-27,1859.1258544921875,1925.2811678990213,1855.7620713951017,1883.8426736989857,14908931,53.04769429397871,1870.4409545898438,1826.5278466796874
2024-09-30,1828.75390625,1853.7632808251788,1823.7813106027597,1833.044033110499,6986955,45.183640347860624,1866.1069763183593,1828.1395629882813
2024-10-01,1856.7857666015625,1861.2708503856265,1828.1688539454187,1828.1688539454187,4029072,52.2234188366653,1864.308056640625,1829.9628588867188
2024-10-03,1846.1092529296875,1864.0983863063177,1834.0189394659815,1842.3066380228454,7503887,49.61016442241448,1862.8918395996093,1831.0646362304688
2024-10-04,1870.2410888671875,1905.2931311832979,1838.8940639202572,1842.355444469921,10001483,55.08143118541765,1862.1605712890625,1832.7065747070312
2024-10-07,1885.9876708984375,1893.4953029152355,1868.1934951630085,1875.164816740863,6112575,58.26576116295554,1863.7425476074218,1834.8409008789063
2024-10-08,1899.8818359375,1909.0469604018253,1858.7357782951613,1889.4978132388082,5637391,60.89968519933732,1866.3702392578125,1836.1991088867187
2024-10-09,1903.976806640625,1927.6211223804971,1896.5178543658283,1903.7818495832903,4857163,61.667542365817496,1868.342218017578,1837.7913208007812
2024-10-10,1871.0699462890625,1914.9460002666592,1866.2923077183304,1908.9983811984232,4782119,52.70956514409323,1868.7736755371093,1838.6074169921876
2024-10-11,1886.7677001953125,1898.3705021069761,1862.3921159361064,1870.094824366297,4709431,55.99357993534093,1868.0253479003907,1839.9110229492187
2024-10-14,1909.9732666015625,1920.3084903207136,1882.8675698277727,1883.8913919551653,3751378,60.3743234566833,1868.7468627929688,1841.9839233398438
2024-10-15,1910.3634033203125,1941.71031054596,1903.001929010567,1911.0458720946388,5353705,60.4456146304129,1869.1880615234375,1844.6769409179688
2024-10-16,1872.1424560546875,1910.6072016149433,1868.4861182079758,1906.170797419034,3111512,50.802572170919255,1867.6060913085937,1847.9569189453125
2024-10-17,1918.9434814453125,1928.596236666682,1881.9413919550382,1886.8651885882837,8162822,59.35346422306985,1871.308740234375,1852.1885205078124
2024-10-18,1832.6539306640625,1888.474019455993,1822.5624624334712,1846.4993341440768,10526196,44.125386830407265,1870.5969787597655,1853.903583984375
2024-10-21,1806.474609375,1851.3744846784607,1792.0930141849954,1843.86673306473,4654601,40.712574349666966,1868.013165283203,1856.0408374023436
2024-10-22,1805.3531494140625,1830.8988317246783,1800.8192671870856,1811.7882795000614,4125240,40.5678253066825,1865.8266723632812,1857.6174487304688
2024-10-23,1826.60888671875,1838.894157924995,1797.9431745565698,1799.1619538234872,4311910,44.589062744745185,1864.5981506347657,1859.0994848632813
2024-10-24,1816.809814453125,1836.944071310787,1813.543509892815,1814.9085664464787,2906475,43.139920859814744,1863.0405517578124,1860.3845678710939
2024-10-25,1815.5423583984375,1829.4851215197311,1800.2832184781212,1816.9072959329033,4689120,42.94550445523464,1861.1782592773438,1861.1411865234375
2024-10-28,1818.7598876953125,1834.896572683092,1810.6184660544925,1813.2509816437453,7018940,43.63988843145186,1859.1599609375,1861.2659912109375
2024-10-29,1813.7799072265625,1825.9091734808057,1803.6227707551052,1820.3868971098545,4621252,42.77220506182747,1858.4112609863282,1861.1771166992187
2024-10-30,1777.0960693359375,1813.4841106394226,1771.4258498491638,1806.5812347424808,5919715,36.94494412540164,1854.426776123047,1860.210263671875
2024-10-31,1732.868408203125,1763.0931679230187,1722.2675629117984,1763.0931679230187,7395236,31.39197393996156,1848.7647338867187,1858.3491088867188
2024-11-01,1736.4183349609375,1741.4969032331146,1727.7405064233335,1740.017715602962,371966,32.27190628575153,1842.0735961914063,1856.4117211914063
2024-11-04,1739.1795654296875,1742.4830604559677,1694.1629303131592,1700.5727434953685,7336722,32.991803076681066,1834.7331909179688,1854.8834936523438
2024-11-05,1729.860595703125,1743.9128783247852,1720.7882929682014,1735.5801694120541,3160880,31.764659122663147,1826.23212890625,1852.89490234375
2024-11-06,1798.3963623046875,1801.8478002805573,1738.1934949801216,1739.5247398383508,10421494,47.292081966777765,1820.953106689453,1851.8099926757814
2024-11-07,1778.032958984375,1800.3685968171349,1762.2056025400752,1787.7955014436675,4550965,44.082324118895805,1816.3012573242188,1849.557294921875
2024-11-08,1804.5595703125,1815.0618266546207,1787.9927409344914,1792.775423572222,4210960,48.94359847902796,1812.190850830078,1847.9472583007812
2024-11-11,1834.291259765625,1842.081672068644,1797.2623347827093,1803.6227934762044,3804234,53.792425484283385,1808.4067504882812,1846.7300268554689
2024-11-12,1842.87060546875,1854.9012833451236,1835.1787816614965,1845.1386209364089,5012450,55.11703327966599,1805.0321105957032,1845.27876953125
2024-11-13,1842.4761962890625,1847.2095246339784,1830.544106425298,1835.2774347702136,4257495,55.03892059365911,1803.5487976074219,1844.2730102539062
2024-11-14,1838.6795654296875,1849.9706494411498,1830.2481478479606,1839.714924537372,4311431,54.24201369761857,1799.5356018066407,1843.5579296875
2024-11-18,1786.3162841796875,1823.5425071201328,1770.0945742542924,1823.5425071201328,4839244,44.641588287538255,1797.2187194824219,1841.5869262695312
2024-11-19,1799.4317626953125,1833.8967865305349,1795.2900854570928,1800.1713565147516,4669769,47.164058769827264,1796.8665771484375,1840.4885986328125
2024-11-21,1808.602783203125,1841.095557014798,1795.339328415918,1816.442429577535,5436504,48.916881830857164,1797.0290588378907,1839.7140942382812
2024-11-22,1875.8564453125,1887.4927694808482,1808.553408176173,1828.374498334409,6301486,59.52190558033731,1799.491436767578,1839.940478515625
2024-11-25,1863.4805908203125,1892.6699906690035,1855.8874755481472,1889.4157296228746,12764638,57.16986217666247,1801.8249755859374,1839.9612744140625
2024-11-26,1897.45263671875,1911.702096274213,1870.9752018384395,1878.518962558038,6850495,61.6497569845245,1805.9204895019532,1839.8756420898437
2024-11-27,1897.7977294921875,1914.4632675339492,1885.224634635848,1903.3200059027895,4447143,61.69358871912695,1809.872381591797,1839.9207373046875
2024-11-28,1830.88916015625,1888.3309462638708,1825.9585347392867,1888.3309462638708,8468790,49.807348072410356,1810.7278442382812,1838.5077319335937
2024-11-29,1832.072509765625,1850.9568296791742,1819.4008261897052,1825.4161652795651,5244346,49.990862351436455,1813.4766662597656,1837.073544921875
2024-12-02,1853.718017578125,1856.6763928884145,1809.7367416638726,1833.2065672761437,2868263,53.35067076766927,1819.5191467285156,1837.2500952148437
2024-12-03,1865.8472900390625,1873.391171179535,1845.1880172073568,1860.8180760709474,4715792,55.168286778548534,1825.9905944824218,1837.6292578125
2024-12-04,1863.036865234375,1887.3941073159906,1848.9845824080737,1857.8597084036323,4705573,54.637076958913276,1832.1834594726563,1837.7269775390625
2024-12-05,1908.004150390625,1922.845381488632,1862.7409836386182,1873.6377142854979,9050038,61.092431119975956,1841.0906372070312,1838.905400390625
2024-12-06,1895.7269287109375,1911.061101890244,1885.8656776464575,1905.9826538933166,3573331,58.63889241217976,1845.9571655273437,1839.7963525390626
2024-12-09,1896.9595947265625,1903.4186419806354,1870.876513302606,1897.5018913119027,4274645,58.81772466700177,1851.903497314453,1840.77630859375
2024-12-10,1921.51416015625,1938.3275213087989,1905.193741189519,1912.096617063394,6174921,62.31326059320479,1857.7512268066407,1842.1508276367188
2024-12-11,1946.7589111328125,1950.5554687332371,1924.9162158580782,1927.8745911898272,5025612,65.55073888916388,1863.374609375,1843.9034887695314
2024-12-12,1959.4305419921875,1971.0668661345264,1943.2088325103296,1947.7942178498488,6462130,67.07947040621987,1869.2026062011719,1846.517021484375
2024-12-13,1971.954345703125,1978.6106902340612,1926.6912991940405,1942.419946638723,5362693,68.5642551149667,1875.676513671875,1848.8203930664063
2024-12-16,1952.5770263671875,1971.8556995891386,1950.1609476784474,1967.7632564033934,3119221,63.77170329313206,1881.37138671875,1850.9497485351562
2024-12-17,1949.1749267578125,1954.5000265866995,1930.8330232375165,1940.6942746330094,5811050,62.9398764074347,1889.5143188476563,1852.5284252929687
2024-12-18,1951.6895751953125,1957.4090287235867,1934.3830310124576,1939.5109539146308,3064095,63.32071481007487,1897.1272094726562,1853.8424633789064
2024-12-19,1919.1966552734375,1932.5586987644317,1893.360225349003,1907.165976992173,5323592,55.398796677693724,1902.6569030761718,1854.228759765625
2024-12-20,1895.4803466796875,1952.4783040802065,1884.7315592319012,1947.7449759219587,11056720,50.43868627314041,1903.6380981445313,1854.0588305664062
2024-12-23,1897.6005859375,1913.0827019209628,1882.5128236943906,1903.270805285977,2781793,50.862259649896124,1905.3440979003906,1854.589443359375
2024-12-24,1882.5621337890625,1915.0549070531515,1814.4701488042217,1900.312385244756,2360544,47.74537921677234,1904.5995727539062,1854.50533203125
2024-12-26,1880.93505859375,1893.1136796250162,1875.9058446088604,1882.5621891003143,3623321,47.406882037484294,1903.7564392089844,1853.9245678710938
2024-12-27,1890.1552734375,1897.4526232065393,1877.4835900581845,1882.907278073787,3937500,49.58798353666877,1906.719744873047,1853.5204052734375
2024-12-30,1879.554443359375,1889.4156943738521,1860.325003881144,1889.1198086927782,7789055,47.16606188401501,1909.0938415527344,1853.6686450195311
2024-12-31,1853.9151611328125,1870.6792875898645,1819.4501375379239,1866.0445478376714,3613063,41.843047692054576,1909.1036987304688,1852.3680786132813
2025-01-01,1856.3804931640625,1866.6854522663125,1847.998429848315,1847.998429848315,1838368,42.514844532074264,1908.6303588867188,1852.8426098632813
2025-01-02,1930.68505859375,1935.4185073607873,1859.141752753138,1860.818117320804,7083645,58.190771577695855,1912.0127685546875,1855.3268188476563
2025-01-03,1911.85009765625,1925.8530263652963,1895.3325017126049,1925.8530263652963,6218003,54.15911966633755,1912.2050659179688,1857.4567578125
2025-01-06,1910.9625244140625,1945.6248461798139,1901.2492161351652,1924.9162188256444,7164403,53.96936155297737,1912.966845703125,1859.1438305664062
2025-01-07,1904.0596923828125,1931.375430841724,1896.9596395631565,1918.013387115037,4294832,52.43077193621504,1913.3218505859375,1860.888828125
2025-01-08,1906.3277587890625,1911.7020924267943,1862.5437803277457,1903.221440652574,5482050,52.90583986926098,1912.5625305175781,1862.7045361328126
2025-01-09,1890.69775390625,1924.7683048137867,1884.04140929985,1907.2153497813902,6833503,49.25519422333311,1909.75947265625,1864.1432934570312
2025-01-10,1939.65869140625,1950.3582448997252,1905.440199043595,1910.1242932060775,8036913,58.837018199806074,1908.7708801269532,1866.660869140625
2025-01-13,1934.974609375,1955.2888825925095,1921.9578062977632,1928.8606819489098,5804152,57.714227183992946,1906.921893310547,1869.8184399414063
2025-01-14,1913.132080078125,1944.4415525214629,1904.30618806105,1941.5324112023416,5792162,52.667030549292875,1904.9496459960938,1873.4237133789063
2025-01-15,1922.598876953125,1930.8823520910328,1910.2229584649278,1919.9856212925836,2985439,54.52330033156074,1903.6208435058593,1877.14732421875
2025-01-16,1901.69287109375,1939.6586868478057,1890.2538441886265,1938.6725617632849,7533579,49.8718781434198,1901.1210083007813,1880.3975903320313
2025-01-17,1790.2607421875,1832.2204128168014,1786.858658785815,1825.3175372033904,16409953,33.47786139458388,1894.6742126464844,1881.6055932617187
2025-01-20,1788.1407470703125,1802.5873839291105,1768.270301617817,1797.6567582772059,4333011,33.25389580459445,1889.3072326660156,1881.4004809570313
2025-01-21,1775.7154541015625,1806.236098768633,1768.1716932405016,1793.810946341272,7169109,31.906607077639222,1883.2129760742187,1881.354130859375
2025-01-22,1830.69189453125,1839.9122605214925,1780.103749105465,1782.3225305814187,8373913,42.92501003498002,1880.6194641113282,1881.87677734375
2025-01-23,1839.5670166015625,1853.4714767898427,1826.9939215973595,1832.220432769354,5907471,44.48669406521871,1878.5510620117188,1881.9822924804687
2025-01-24,1849.4283447265625,1868.60855091582,1838.3837913147927,1839.616447739169,4887027,46.24663753965938,1876.514715576172,1882.113447265625
2025-01-27,1796.719970703125,1837.151100669551,1786.8587194918016,1823.0988176934152,7652371,39.10965678528763,1872.3729919433595,1881.1983227539063
2025-01-28,1804.3624267578125,1837.6441493445463,1799.57974403178,1804.6089580362327,6999495,40.542436700971116,1869.8953552246094,1880.5119799804688
2025-01-29,1855.1478271484375,1862.4451768959955,1814.9632296965842,1819.4007926053778,5145155,49.111634691251865,1869.833721923828,1881.8886108398438
2025-01-30,1834.143310546875,1861.0152192135097,1818.414663533007,1847.1602339434605,7336056,46.14915541202514,1865.0066345214843,1882.582841796875
2025-01-31,1853.718017578125,1871.1230293523827,1845.0400685173022,1845.0400685173022,5820470,49.22315568216867,1862.100030517578,1883.485146484375
2025-02-01,1825.6627197265625,1864.3681307478303,1820.3869744015317,1854.2111142217134,1701402,45.237377726785425,1857.8350402832032,1882.4812719726563
2025-02-03,1837.447021484375,1850.5131795891741,1806.975730583523,1810.5257570121476,4823228,47.17236653916657,1854.5044067382812,1881.9606005859375
2025-02-04,1872.4544677734375,1884.6823232329095,1848.984641243281,1862.7903932312308,7334787,52.53756173949993,1852.8107421875,1881.4606372070311
2025-02-05,1870.7286376953125,1893.0642745340085,1868.0167937158456,1879.5544090414844,4996744,52.25580055593189,1851.8122863769531,1880.9192553710936
2025-02-06,1889.070556640625,1897.3046770838346,1873.6376748748885,1890.4018014395585,4765255,55.01695991297362,1849.2828796386718,1882.0828833007813
2025-02-07,1877.237060546875,1897.008796469081,1863.2340119765795,1892.6699423538048,4126260,52.891703212720564,1846.3960021972657,1882.9861743164063
2025-02-10,1854.2110595703125,1878.568301204317,1852.534574687111,1878.568301204317,3828734,48.93085887759265,1843.449951171875,1882.99603515625
2025-02-11,1849.6256103515625,1876.5961083803954,1844.0539793333367,1856.972194364576,4411601,48.15744543482649,1839.801287841797,1882.6716015625
2025-02-12,1837.299072265625,1868.3126596599398,1821.3731272347864,1858.8458824242405,5633947,46.05025013951452,1836.5815979003905,1882.156845703125
2025-02-13,1817.6751708984375,1847.5054564916438,1810.1806438825727,1842.5748307737585,5237744,42.83669182968753,1837.9523193359375,1880.3502661132814
2025-02-14,1830.6427001953125,1833.5024871238693,1802.9818423780237,1828.2759758276586,5292961,45.541143814509304,1840.0774169921874,1879.0485815429688
2025-02-17,1816.73828125,1827.0432401752385,1796.8678368321998,1813.0403122036325,4428956,43.18204868557805,1842.1285583496094,1877.4441552734374
2025-02-18,1826.25439453125,1835.8198805610482,1812.1035229276997,1816.7383832854173,4365260,45.27156604086661,1841.9066833496095,1875.5389599609375
2025-02-19,1785.6754150390625,1823.5425233371382,1780.8433778768451,1821.7675703475043,4611411,38.73061360741017,1839.2121032714845,1872.3172900390625
2025-02-20,1799.8262939453125,1805.5951018447554,1780.4982655923657,1780.4982655923657,2218020,41.88400672111752,1836.732000732422,1869.125205078125
2025-02-21,1789.8170166015625,1804.4609499348014,1781.1390677643708,1796.5227152827192,3379879,40.30390270247273,1836.3868530273437,1865.4824584960938
2025-02-24,1739.623291015625,1782.9142076324636,1725.9654822503978,1775.0745611201182,7594720,33.4823298743909,1833.1498962402343,1861.2233837890626
2025-02-25,1743.17333984375,1753.7741849650602,1720.9362904431496,1720.9362904431496,5092963,34.328935311918215,1827.551171875,1857.1033520507813
2025-02-27,1739.820556640625,1751.2102292840527,1726.8036331353665,1730.846721957405,5757079,33.890228527321625,1822.8350341796875,1852.8659716796874
2025-02-28,1664.2833251953125,1730.7481826909784,1659.106168289425,1730.6989486606933,12182167,25.869098092276957,1813.363299560547,1847.767705078125
2025-03-03,1684.893310546875,1704.615812415331,1668.8195437500424,1668.8195437500424,7504969,30.68927342674654,1806.3248291015625,1843.5559643554689
2025-03-04,1664.8751220703125,1675.4266129180364,1646.8289838570458,1671.4821123578997,6759673,28.734910671253573,1797.6962341308595,1838.901455078125
2025-03-05,1687.753173828125,1708.9055098893523,1668.9674417970127,1668.9674417970127,8180782,33.91459258593119,1788.4611694335938,1835.0052758789063
2025-03-06,1692.042724609375,1698.403303714733,1667.6361284442405,1691.204542351751,10610547,34.870425445441185,1779.526873779297,1831.2274291992187
2025-03-07,1662.60693359375,1681.3433106627187,1652.2526199503725,1679.4696488805018,8019331,31.503147876063508,1768.2036926269532,1826.6764624023438
2025-03-10,1677.842529296875,1695.14907322124,1652.9428701352483,1662.606944415946,7558981,35.0017285326327,1758.2339660644532,1822.6422241210937
2025-03-11,1638.54541015625,1656.6901357180045,1614.336111648948,1656.6901357180045,12671234,30.65284283521531,1747.45068359375,1818.3348291015625
2025-03-12,1568.777099609375,1614.1882088567118,1542.1024877383609,1614.1882088567118,14870008,24.76880199145333,1733.4082580566405,1812.5827612304688
2025-03-13,1557.9296875,1583.766236887254,1548.5122651881575,1577.0605381756682,7822888,23.997501575044183,1719.4397888183594,1805.1276538085938
2025-03-17,1567.98828125,1571.8834272886888,1523.711239680789,1523.711239680789,7526032,26.289650578532516,1706.9554443359375,1798.2504174804687
2025-03-18,1567.98828125,1567.98828125,1567.98828125,1567.98828125,0,26.289650578532516,1693.8227233886719,1791.3909326171874
2025-03-19,1564.536865234375,1580.7585753901394,1550.9776447654951,1580.7585753901394,7387068,25.97787080430399,1681.2126525878907,1784.6004760742187
2025-03-20,1593.134521484375,1609.2576434825316,1569.9112262370732,1569.9112262370732,7186750,33.06151616875913,1669.556658935547,1778.336611328125
2025-03-21,1570.45361328125,1581.6461093555213,1541.9545731422113,1556.0560901796125,10074677,30.563405556085513,1658.7955688476563,1771.931728515625
2025-03-24,1570.6507568359375,1584.8016279799526,1550.8789003823247,1575.7785592177397,8857726,30.61248245065015,1647.3367919921875,1764.5515698242189
2025-03-25,1605.8553466796875,1613.4485820609123,1582.7307615847424,1582.7307615847424,9890140,38.91524953498522,1638.1387084960938,1757.9691845703126
2025-03-26,1577.2578125,1615.0264536438078,1572.8696037624018,1603.4394832085677,6651302,35.227685293866244,1630.0204345703125,1751.25169921875
2025-03-27,1581.301025390625,1597.4733814773153,1563.9944809345598,1573.4120242257595,9426573,36.14892091299215,1621.9268188476562,1744.4257421875
2025-03-28,1548.857421875,1576.271627596916,1538.355165420368,1567.938918601529,6799047,32.19233222803322,1612.378662109375,1737.369033203125
2025-04-01,1505.3199462890625,1525.9299846961485,1496.7899402056196,1517.8930411565277,12680733,27.79568351780881,1604.4304931640625,1731.6702172851562
2025-04-02,1528.641845703125,1534.065533745542,1513.8992032527772,1513.8992032527772,6193478,33.06897929643708,1596.617919921875,1726.4802392578124
2025-04-03,1475.7362060546875,1513.3569025396205,1464.4451218569632,1513.3569025396205,10459504,28.06215134645194,1587.1609741210937,1720.480654296875
2025-04-04,1431.508544921875,1451.5761669039568,1427.9091641826965,1440.2357281000195,9590254,24.69592126350861,1574.3487426757813,1712.4969873046875
2025-04-07,1377.3702392578125,1386.3933080363427,1288.8655111580174,1333.241140845937,21715252,21.32393662736976,1558.6151184082032,1703.2530517578125
2025-04-08,1408.9755859375,1436.2912029581203,1395.3670114560523,1411.1450129990183,12805001,27.543742572438106,1545.9335510253907,1694.4439965820313
2025-04-09,1384.2237548828125,1389.8939742084822,1362.7262999262337,1385.5551200692491,8546854,25.822047091985368,1531.2526123046875,1686.194072265625
2025-04-11,1389.89404296875,1418.8369123902967,1377.6661874236538,1391.669116387415,12567440,26.948581644827485,1518.8200439453126,1677.9047045898437
2025-04-15,1406.21435546875,1427.6132214230709,1389.4502292114087,1425.5423828430714,10178530,30.232778130616154,1510.6919067382812,1668.92603515625
2025-04-16,1393.493408203125,1407.6936342633087,1377.4196406823328,1405.2283214187144,12022740,29.133350667721174,1502.4700927734375,1660.113037109375
2025-04-17,1399.8045654296875,1409.9617020085943,1359.1762598672565,1378.6028759920416,14264227,30.484015013561176,1494.0609069824218,1651.0347680664063
2025-04-21,1430.8675537109375,1451.379004423389,1390.4364236612141,1390.4364236612141,15648970,36.86242392490747,1487.2048706054688,1643.1388647460938
2025-04-22,1403.058837890625,1420.0201414292796,1399.6074000468734,1420.0201414292796,9399738,33.8665659343211,1479.1309692382813,1634.4511010742187
2025-04-23,1454.4359130859375,1467.1569507677636,1419.6256494074153,1425.9368740316995,11136642,43.07185613073947,1472.1960388183593,1626.0907299804687
2025-04-24,1450.9844970703125,1462.324935726995,1441.22183449924,1449.505309419441,7114292,42.64244712777149,1466.2225830078125,1617.6958471679689
2025-04-25,1459.662353515625,1480.864043581714,1443.194112173071,1455.0276136053067,8329979,44.150094704025825,1460.673162841797,1609.1076831054688
2025-04-28,1461.5360107421875,1468.9319491141807,1444.9691810148831,1459.6623489459623,5886253,44.48936650771417,1453.4571960449218,1600.793662109375
2025-04-29,1476.722412109375,1488.8517996048886,1453.6470595242981,1461.4374722845366,8056743,47.28456428239629,1448.4304260253907,1593.2438891601562
2025-04-30,1479.2862548828125,1487.8656155741658,1462.0290654409305,1476.0321142425894,7704183,47.76279502180908,1443.3296875,1585.8371020507811
2025-05-02,1485.991943359375,1502.065710329334,1475.4403325201433,1478.8917703842976,7402310,49.06433740761295,1440.1864135742187,1578.8109594726564
2025-05-05,1487.6683349609375,1501.8685607929344,1481.9488814793483,1493.979559817003,4282493,49.40373878198232,1439.3038330078125,1572.2108227539063
2025-05-06,1490.528076171875,1494.571164972708,1478.3001009589232,1485.1043881672801,4270530,50.01561271287537,1437.39814453125,1565.4085302734375
2025-05-07,1487.37255859375,1497.72687229769,1475.8348225262564,1479.1876719914237,5691799,49.30704549182647,1437.979962158203,1558.8212158203125
2025-05-08,1490.4295654296875,1495.4587795844232,1480.371016743612,1487.0767158676624,8424409,50.04539415050424,1440.9260131835938,1552.1047192382812
2025-05-09,1486.6822509765625,1490.429574694462,1473.3695614613061,1479.8779633712215,4478653,49.101300038440506,1446.3916137695312,1546.1248559570313
2025-05-12,1604.3270263671875,1609.356240543565,1510.743725804376,1515.6743515413355,11372857,68.92262533127501,1456.1591857910157,1542.2148706054688
2025-05-13,1546.8358154296875,1589.8308459268644,1542.8913150101926,1586.675293741908,12846210,57.199761693662936,1464.2897888183593,1537.3552465820312
2025-05-14,1570.3056640625,1572.8695652973822,1547.7233747550104,1552.1609377918994,4870057,60.17754727394394,1473.310369873047,1533.9688940429687
2025-05-15,1590.6197509765625,1596.1420273386075,1549.2024976963296,1567.7416973152629,11151167,62.60280535931434,1482.5306396484375,1530.917822265625
2025-05-16,1567.84033203125,1590.2253238143162,1559.5568570553514,1590.2253238143162,4576751,58.31403246792292,1491.2479858398438,1527.4782177734376
2025-05-19,1538.157958984375,1563.0082630282545,1534.1147498260523,1554.62619978804,8855798,53.199698488632045,1498.1656555175782,1524.9557104492187
2025-05-20,1538.94677734375,1561.529065774123,1536.382876208452,1548.2163771805324,7143998,53.31687458062738,1503.5696166992188,1522.0367797851563
2025-05-21,1546.7371826171875,1549.2024953086398,1530.564707285941,1546.145531646558,4157309,54.527763752406635,1510.7535339355468,1519.6740209960938
2025-05-22,1526.028564453125,1539.1440761948634,1518.6326263378432,1533.9175651094254,6158990,50.7587223679428,1514.3331665039063,1516.4395288085936
2025-05-23,1543.088623046875,1565.1777292492216,1528.4939232420525,1528.4939232420525,5038421,53.60389623709362,1518.9383728027344,1513.4604467773438
2025-05-26,1558.5706787109375,1561.8249396042181,1541.0176042515016,1544.8635161135799,3170102,56.083811970830624,1523.8837890625,1511.3797216796875
2025-05-27,1548.3150634765625,1560.9375134619054,1534.805197163501,1557.9791380318973,7775714,54.02385219990838,1528.2227416992187,1508.7891723632813
2025-05-28,1549.991455078125,1565.6707476113982,1548.216381776405,1559.0637576996792,3623370,54.319213254826316,1531.8861938476562,1507.0180932617188
2025-05-29,1563.5999755859375,1586.5767391705513,1554.7248494526432,1566.9528250893914,8609500,56.74830490968424,1536.1018798828125,1506.91455078125
2025-05-30,1562.699951171875,1572.0,1555.0999755859375,1571.0,13148092,56.53418869713922,1539.9372802734374,1507.0099560546876
2025-06-02,1553.800048828125,1560.0,1539.0,1560.0,4374509,54.350378612165244,1543.2438659667969,1506.72619140625
2025-06-03,1543.0,1567.300048828125,1535.5999755859375,1559.0,6853403,51.738558918169446,1545.8674621582031,1506.22642578125
2025-06-04,1551.199951171875,1557.300048828125,1541.4000244140625,1543.0,4548307,53.563182556041184,1549.0588317871093,1505.9596875
2025-06-05,1554.300048828125,1567.699951171875,1541.5999755859375,1547.9000244140625,6948539,54.26714600058798,1552.2523559570313,1505.182998046875
2025-06-06,1563.800048828125,1568.9000244140625,1543.0999755859375,1554.699951171875,3960020,56.44609790595275,1556.1082458496094,1505.0499267578125
2025-06-09,1572.9000244140625,1588.0,1571.0,1578.0,2903202,58.486474182196815,1554.5368957519531,1505.094912109375
2025-06-10,1596.0,1607.5,1577.5,1584.0,8591925,63.19943335629797,1556.9951049804688,1504.8978051757813
